Timestamp,Symbol,Side,Price,Quantity
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,130200,0.0007526519395828614
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,125082.3,0.0007912809035253224
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,126313,0.000775735537952825
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,129000,0.0007671731615154228
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,123980,0.0007902539478717104
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,126122,0.0007846009522661074
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,146314.99,0.0006695546839642946
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,146000,0.0006777092175176425
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,146042,0.000670739172977637
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,146699,0.0006744125808833058
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,143999.99,0.0006801826492555317
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,146447.75,0.0006755020656710654
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,162474.06,0.0006027823768391149
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,163891.73,0.0006035439680947657
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,164600.94,0.0005949340654524502
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,166154.1,0.0005952665235200923
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,172250.06,0.0005684579369136572
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,173500,0.0005700062413732692
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,167750,0.000583649013707777
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,172800,0.0005722580629049442
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,173599.99,0.0005639247521689065
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,173987.48,0.0005682955155776001
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,170799.6,0.0005731134124678332
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,172011.18,0.0005747673902369737
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,173000,0.0005657673575143381
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,170394.14,0.0005801639092663651
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,176010,0.0005560363904022244
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,179522,0.0005506102022339462
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,180256.92,0.0005428816728821731
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,175550,0.0005630120197150096
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,174700,0.0005600938320570134
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,176152.93,0.0005610288536498589
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,176900,0.0005530729656365981
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,174519.79,0.0005662222817098584
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,175579.37,0.0005571772114249646
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,179500,0.0005504574484565772
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,176227.35,0.0005550729831548623
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,166200.41,0.0005944463752331045
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,166010,0.0005891769108721658
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,169600,0.0005824725917666694
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,165147.43,0.0005921949741996643
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,172517.4,0.0005725652764791885
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,169311.12,0.0005775739839189892
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,166490,0.0005932343989500145
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,162503.06,0.000601711248578187
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,164900,0.0005988945926117635
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,165649.92,0.0005902214811722396
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,166600,0.0005927241449570686
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,165500.01,0.0005906970285037997
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,147511.55,0.0006693575368545219
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,144900,0.0006746072331810678
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,145950.01,0.0006764514368228962
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,141321.28,0.000691621339893949
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,146005.86,0.000676125062099694
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,144000,0.0006786877704710072
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,149721.28,0.0006592806936816414
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,149856.55,0.0006520987293777299
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,149344.94,0.0006608759459970289
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,152257.89,0.0006417499527764757
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,155199.14,0.0006358837339853771
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,151041.76,0.0006468523841881484
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,154999.99,0.0006366370720001586
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,154002.93,0.0006343512580943577
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,142952.6,0.0006902208978337887
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,140000,0.0006977298800034124
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,135194.21,0.0007297576207774172
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,135853.98,0.0007189514431756631
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,135945.65,0.0007256513108876914
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,134317.84,0.0007271010890337387
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,134000,0.0007361139867019856
