timestamp,open,high,low,close,volume
1498906800.0,45245.45,45748.37,45245.45,45748.37,0.2752
1498910400.0,45748.37,45848.37,45245.5,45245.56,2.86
1498914000.0,45245.56,45845.82,45202.02,45202.02,1.31
1498917600.0,45202.02,45500.0,44509.02,45288.99,7.94
1498921200.0,45288.99,45288.99,44653.9,44808.54,6.63
1498924800.0,44808.54,45192.63,44707.0,44707.0,6.72
1498928400.0,44707.0,45439.0,44609.0,44613.16,11.72
1498932000.0,44613.16,45439.0,44550.0,44550.0,4.01
1498935600.0,44550.0,45100.0,44501.0,44600.05,5.65
1498939200.0,44600.05,45000.0,43352.04,43360.63,50.58
1498942800.0,43360.63,44987.72,43360.63,44348.92,10.33
1498946400.0,44348.92,44348.92,43520.0,43550.05,6.32
1498950000.0,43550.05,44607.98,43528.17,43878.13,6.59
1498953600.0,43878.13,44607.9,43510.0,43999.79,11.3
1498957200.0,43999.79,44000.0,43370.0,43620.0,10.26
1498960800.0,43620.0,43999.88,43300.02,43877.99,6.37
1498964400.0,43877.99,43998.63,43301.03,43800.0,7.74
1498968000.0,43800.0,43877.95,43300.01,43800.0,1.04
1498971600.0,43800.0,44460.94,43330.08,43800.79,3.43
1498975200.0,43800.79,44459.0,43800.79,43810.9,3.93
1498978800.0,43810.9,44200.0,43632.85,44200.0,0.8458
1498982400.0,44200.0,44200.0,43639.61,43643.21,0.412
1498986000.0,43643.21,44604.11,43643.21,44604.11,1.92
1498989600.0,44604.11,44604.11,43704.35,43715.64,0.3774
1498993200.0,43715.64,44773.99,43715.64,44773.95,0.3429
1498996800.0,44773.95,44849.9,43715.46,44848.82,3.61
1499000400.0,44848.82,44848.82,43858.82,43888.71,5.5
1499004000.0,43888.71,44838.58,43888.71,44793.99,4.27
1499007600.0,44793.99,46000.0,44151.47,44186.03,42.05
1499011200.0,44186.03,45998.0,44186.03,45000.0,1.9
1499014800.0,45000.0,46158.0,44756.92,45081.89,13.35
1499018400.0,45081.89,46149.94,45081.89,45395.0,1.95
1499022000.0,45395.0,46050.0,45375.0,45999.09,5.44
1499025600.0,45999.09,45999.09,44500.0,45793.83,44.97
1499029200.0,45793.83,45793.83,44407.79,45702.83,5.95
1499032800.0,45702.83,45702.83,44723.89,45602.69,1.94
1499036400.0,45602.69,45773.84,44768.98,45772.57,5.21
1499040000.0,45772.57,45772.57,44754.01,44757.06,3.71
1499043600.0,44757.06,45587.64,44757.06,45554.79,1.38
1499047200.0,45554.79,45554.79,44600.06,45443.96,7.16
1499050800.0,45443.96,45443.96,44694.54,45039.96,2.8
1499054400.0,45039.96,45499.99,45039.96,45498.94,5.1
1499058000.0,45498.94,45719.13,45125.52,45126.26,8.59
1499061600.0,45126.26,45699.47,45125.56,45698.09,3.04
1499065200.0,45698.09,45698.09,45125.52,45361.38,4.18
1499068800.0,45361.38,45643.65,45125.52,45125.55,0.3433
1499072400.0,45125.55,45628.41,45125.55,45125.62,1.12
1499076000.0,45125.62,45594.34,45125.53,45170.95,1.31
1499079600.0,45170.95,45679.92,45170.95,45202.0,2.45
1499083200.0,45202.0,46042.4,45202.0,45500.21,13.21
1499086800.0,45500.21,46907.77,45500.21,46907.77,47.44
1499090400.0,46907.77,47000.0,46201.12,46400.04,36.87
1499094000.0,46400.04,46900.0,46200.36,46351.7,43.47
1499097600.0,46351.7,46751.34,46305.0,46307.06,20.2
1499101200.0,46307.06,46799.0,46307.01,46799.0,37.64
1499104800.0,46799.0,46799.0,46000.0,46060.03,39.27
1499108400.0,46060.03,46649.94,45900.0,46115.03,42.98
1499112000.0,46115.03,46900.0,46115.03,46838.03,21.18
1499115600.0,46838.03,46838.03,46400.05,46523.04,15.79
1499119200.0,46523.04,46906.2,46523.04,46899.32,16.2
1499122800.0,46899.32,46899.32,46450.0,46465.0,9.23
1499126400.0,46465.0,47000.0,46465.0,46988.79,13.78
1499130000.0,46988.79,47000.0,46525.0,46647.55,11.83
1499133600.0,46647.55,47577.27,46647.55,47530.92,24.76
1499137200.0,47530.92,47799.95,47124.13,47649.44,16.2
1499140800.0,47649.44,47649.44,47217.01,47302.0,9.66
1499144400.0,47302.0,47999.99,47205.01,47799.26,18.6
1499148000.0,47799.26,47799.26,47470.0,47500.17,2.3
1499151600.0,47500.17,47799.95,47475.53,47520.25,1.05
1499155200.0,47520.25,48000.0,47400.0,47430.04,10.22
1499158800.0,47430.04,47989.74,47430.04,47989.74,0.08861
1499162400.0,47989.74,47989.74,47400.99,47400.99,0.3761
1499166000.0,47400.99,47640.98,47400.99,47640.9,0.9865
1499169600.0,47640.9,47989.61,47640.9,47846.9,5.82
1499173200.0,47846.9,48149.59,47640.0,47950.35,20.05
1499176800.0,47950.35,47999.95,47655.01,47879.7,21.15
1499180400.0,47879.7,47879.7,47200.0,47400.03,31.06
1499184000.0,47400.03,47700.0,46500.77,46700.0,18.4
1499187600.0,46700.0,47699.41,46610.66,47074.14,26.63
1499191200.0,47074.14,47700.0,47000.01,47012.88,17.84
1499194800.0,47012.88,47699.99,47012.88,47477.77,22.01
1499198400.0,47477.77,47749.0,46902.54,47374.58,22.52
1499202000.0,47374.58,47784.98,47002.02,47784.97,18.79
1499205600.0,47784.97,47845.0,47151.5,47307.1,16.86
1499209200.0,47307.1,47799.99,47220.02,47599.9,6.65
1499212800.0,47599.9,47837.3,47100.0,47100.0,22.82
1499216400.0,47100.0,47837.1,47040.78,47798.97,12.03
1499220000.0,47798.97,47798.97,46800.02,46800.02,12.45
1499223600.0,46800.02,47499.31,46800.0,47000.0,5.13
1499227200.0,47000.0,47448.95,46700.74,47277.72,6.94
1499230800.0,47277.72,47347.77,46700.75,46723.42,1.19
1499234400.0,46723.42,47345.35,46720.0,46720.0,1.55
1499238000.0,46720.0,47248.91,46449.0,46449.64,5.88
1499241600.0,46449.64,47194.45,46449.64,47100.0,1.03
1499245200.0,47100.0,47250.0,46449.01,47250.0,3.45
1499248800.0,47250.0,47347.77,46492.33,46492.33,1.98
1499252400.0,46492.33,47347.77,46492.33,47347.23,1.02
1499256000.0,47347.23,47500.0,46508.18,46920.22,7.99
1499259600.0,46920.22,47835.99,46920.22,47824.91,16.64
1499263200.0,47824.91,47999.99,47320.3,47900.0,24.04
1499266800.0,47900.0,47999.99,47199.91,47204.79,21.09
1499270400.0,47204.79,47899.03,47200.0,47657.94,26.25
1499274000.0,47657.94,47657.94,47199.9,47499.95,19.32
1499277600.0,47499.95,48000.0,47210.01,47998.84,31.01
1499281200.0,47998.84,48098.97,47501.94,47999.95,13.8
1499284800.0,47999.95,48498.99,47613.55,48449.99,31.79
1499288400.0,48449.99,48498.98,48030.0,48030.0,10.03
1499292000.0,48030.0,48499.0,48000.01,48499.0,11.23
1499295600.0,48499.0,48499.0,48011.65,48012.0,8.63
1499299200.0,48012.0,48429.99,48012.0,48050.8,3.13
1499302800.0,48050.8,48347.0,47530.24,47989.99,5.89
1499306400.0,47989.99,48248.98,47707.0,47778.53,6.45
1499310000.0,47778.53,48245.95,47778.53,48000.0,4.88
1499313600.0,48000.0,48217.42,47735.0,47735.04,6.46
1499317200.0,47735.04,48099.81,47500.0,47707.07,4.85
1499320800.0,47707.07,48096.66,47707.07,47707.07,1.19
1499324400.0,47707.07,47999.98,47555.02,47555.02,0.6619
1499328000.0,47555.02,48096.85,47555.02,47556.81,3.65
1499331600.0,47556.81,48096.54,47501.0,47501.53,2.78
1499335200.0,47501.53,47501.57,47501.53,47501.57,0.01992
1499338800.0,47501.57,48185.15,47501.57,48185.15,2.83
1499342400.0,48185.15,48194.77,47518.25,47666.59,4.42
1499346000.0,47666.59,48125.64,47548.01,47987.34,3.22
1499349600.0,47987.34,48000.0,47621.01,47998.99,7.86
1499353200.0,47998.99,48009.95,47621.0,48000.0,12.12
