Created on 11-22-2020,https://www.CryptoDataDownload.com
Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume ETH,Volume MXN
1600732800.0,2020-09-22,ETHMXN,7293.58,7539.99,7229.69,7489.91,775.96,5750445.82
1600646400.0,2020-09-21,ETHMXN,7851.93,7944.91,7162.3,7293.58,1846.48,13884159.32
1600560000.0,2020-09-20,ETHMXN,8176.79,8176.79,7710.29,7851.93,1012.41,7956360.32
1600473600.0,2020-09-19,ETHMXN,8125,8192.58,7967.66,8176.79,371.47,3018176.49
1600387200.0,2020-09-18,ETHMXN,8159.39,8223.77,7925.31,8125,737.1,5939809.17
1600300800.0,2020-09-17,ETHMXN,7697.77,8239.46,7650,8159.39,1243.28,10007967.09
1600214400.0,2020-09-16,ETHMXN,7731.71,7853.87,7515.2,7697.77,638.47,4907553.4
1600128000.0,2020-09-15,ETHMXN,7960.7,8078.03,7643.04,7731.71,803.0,6250864.56
1600041600.0,2020-09-14,ETHMXN,7806.97,8124.52,7610,7960.7,1542.53,12124658.19
1599955200.0,2020-09-13,ETHMXN,8250,8299.97,7565,7806.97,930.24,7352161.82
1599868800.0,2020-09-12,ETHMXN,7973.36,8250,7789.44,8250,594.24,4779815.86
1599782400.0,2020-09-11,ETHMXN,7896.2,7984.94,7650,7973.36,922.37,7222347.17
1599696000.0,2020-09-10,ETHMXN,7526.09,8049.37,7523.83,7896.2,1587.43,12504282.74
1599609600.0,2020-09-09,ETHMXN,7380.25,7699.99,7268.41,7526.09,1097.65,8277103.67
1599523200.0,2020-09-08,ETHMXN,7653.23,7720.18,7139,7380.25,1462.7,10776020.95
1599436800.0,2020-09-07,ETHMXN,7667.62,7792.65,7041.33,7653.23,1732.14,12942222.7
1599350400.0,2020-09-06,ETHMXN,7298.93,7944.99,6901,7667.62,1971.45,14904359.88
1599264000.0,2020-09-05,ETHMXN,8387.74,8546.61,6669.59,7298.93,3130.89,23381116.91
1599177600.0,2020-09-04,ETHMXN,8409.95,8686.85,7861.72,8387.74,2705.8,22640658.36
1599091200.0,2020-09-03,ETHMXN,9573.25,9811.15,8175.01,8409.95,4120.35,36503428.2
1599004800.0,2020-09-02,ETHMXN,10348,10484.04,9233.95,9573.25,3406.85,33168130.49
1598918400.0,2020-09-01,ETHMXN,9493.19,10645.19,9400,10348,3511.39,35630903.6
1598832000.0,2020-08-31,ETHMXN,9329.99,9585.76,9135.57,9493.19,1552.67,14634448.4
1598745600.0,2020-08-30,ETHMXN,8695.58,9350,8674.64,9329.99,1166.23,10603859.88
1598659200.0,2020-08-29,ETHMXN,8616.99,8836.37,8532.79,8695.58,510.88,4451366.99
1598572800.0,2020-08-28,ETHMXN,8449.74,8696.35,8415.37,8616.99,807.08,6917175.09
1598486400.0,2020-08-27,ETHMXN,8478.91,8680.9,8247.68,8449.74,928.38,7797034.67
1598400000.0,2020-08-26,ETHMXN,8391.67,8649.5,8280.01,8478.91,731.33,6199322.22
1598313600.0,2020-08-25,ETHMXN,9000,9028.78,8140.76,8391.67,1819.06,15413037.18
1598227200.0,2020-08-24,ETHMXN,8598.16,9047.28,8532.19,9000,1596.83,14144085.44
1598140800.0,2020-08-23,ETHMXN,8720,8740.73,8460.2,8598.16,962.0,8246620.43
1598054400.0,2020-08-22,ETHMXN,8536.07,8740.84,8332.63,8720,1282.58,10949377.62
1597968000.0,2020-08-21,ETHMXN,9190,9239,8458.16,8536.07,1468.74,12857310.44
1597881600.0,2020-08-20,ETHMXN,9071,9294.26,8934.96,9190,983.73,9009659.32
1597795200.0,2020-08-19,ETHMXN,9372.02,9479.05,8758.35,9071,2185.42,19818367.41
1597708800.0,2020-08-18,ETHMXN,9561.49,9626.15,9211.72,9372.02,1409.85,13263765.24
1597622400.0,2020-08-17,ETHMXN,9520,9833.89,9240.37,9561.49,2389.03,22865296.28
1597536000.0,2020-08-16,ETHMXN,9536.13,9595,9071.94,9520,1034.55,9656111.41
1597449600.0,2020-08-15,ETHMXN,9640.03,9710,9410,9536.13,1056.87,10111946.66
1597363200.0,2020-08-14,ETHMXN,9414.09,9827.35,9297.25,9640.03,2278.12,21779187.62
1597276800.0,2020-08-13,ETHMXN,8647.01,9578.99,8450,9414.09,3468.77,31428911.15
1597190400.0,2020-08-12,ETHMXN,8510.08,8700,8129.26,8647.01,1390.24,11855091.71
1597104000.0,2020-08-11,ETHMXN,8909.04,8936.82,8233.29,8510.08,2937.53,25162230.66
1597017600.0,2020-08-10,ETHMXN,8738.26,8947.53,8687,8909.04,1277.51,11315444.94
1596931200.0,2020-08-09,ETHMXN,8899,8979.99,8616.59,8738.26,1015.97,8954422.52
1596844800.0,2020-08-08,ETHMXN,8502.2,8899,8450,8899,1199.01,10399696.41
1596758400.0,2020-08-07,ETHMXN,8868.35,8945,8170.01,8502.2,3768.0,31960860.34
1596672000.0,2020-08-06,ETHMXN,8959.95,9031.36,8755.31,8868.35,1224.17,10867006.43
1596585600.0,2020-08-05,ETHMXN,8810,9080,8700,8959.95,1921.37,17113677.64
1596499200.0,2020-08-04,ETHMXN,8780.01,9132.34,8726.01,8810,2374.45,21184975.37
1596412800.0,2020-08-03,ETHMXN,8294.19,9022.48,8173.39,8780.01,3723.67,32737899.98
1596326400.0,2020-08-02,ETHMXN,8673.7,9323.82,7354.65,8294.19,7282.6,61349378.0
1596240000.0,2020-08-01,ETHMXN,7740.81,8800,7655.01,8673.7,4356.11,35951930.17
1596153600.0,2020-07-31,ETHMXN,7379.93,7800,7235,7740.81,2286.36,17286700.34
1596067200.0,2020-07-30,ETHMXN,7003.77,7530,6938.53,7379.93,1699.35,12331673.84
1595980800.0,2020-07-29,ETHMXN,6953.8,7143.96,6865.78,7003.77,1416.01,9944372.39
1595894400.0,2020-07-28,ETHMXN,7058.37,7150,6715.77,6953.8,1963.55,13675338.53
1595808000.0,2020-07-27,ETHMXN,6950,7300,6830.01,7058.37,4442.04,31483978.66
1595721600.0,2020-07-26,ETHMXN,6821,7135.07,6680,6950,1942.31,13336644.14
1595635200.0,2020-07-25,ETHMXN,6222,6905.61,6209.29,6821,1921.69,12690743.61
1595548800.0,2020-07-24,ETHMXN,6187.07,6409.95,6025.77,6222,1727.41,10740668.07
1595462400.0,2020-07-23,ETHMXN,5886.12,6265.7,5810.15,6187.07,2811.74,17081882.08
1595376000.0,2020-07-22,ETHMXN,5484.78,6020.05,5401.93,5886.12,1958.61,11109026.18
1595289600.0,2020-07-21,ETHMXN,5304.19,5493.94,5300.9,5484.78,707.76,3843762.98
1595203200.0,2020-07-20,ETHMXN,5382.53,5404.32,5268,5304.19,576.28,3092225.35
1595116800.0,2020-07-19,ETHMXN,5304.72,5395.54,5258.63,5382.53,325.6,1732982.32
1595030400.0,2020-07-18,ETHMXN,5240,5335.8,5230.01,5304.72,271.26,1433937.29
1594944000.0,2020-07-17,ETHMXN,5246.7,5285.73,5192.52,5240,382.75,2004142.99
1594857600.0,2020-07-16,ETHMXN,5319.97,5358.26,5161.49,5246.7,616.69,3227412.85
1594771200.0,2020-07-15,ETHMXN,5393.45,5419.09,5300,5319.97,815.28,4355938.94
1594684800.0,2020-07-14,ETHMXN,5452.95,5459.88,5375.7,5393.45,709.75,3847896.15
1594598400.0,2020-07-13,ETHMXN,5454.34,5524,5376.83,5452.95,774.72,4227046.79
1594512000.0,2020-07-12,ETHMXN,5365.23,5482.24,5325.99,5454.34,326.6,1757473.52
1594425600.0,2020-07-11,ETHMXN,5407.86,5427.23,5334.31,5365.23,553.05,2976339.01
1594339200.0,2020-07-10,ETHMXN,5469.21,5475.92,5350,5407.86,669.81,3621073.27
1594252800.0,2020-07-09,ETHMXN,5591.2,5604.11,5391.36,5469.21,1004.85,5505998.69
1594166400.0,2020-07-08,ETHMXN,5433.69,5639.99,5389.81,5591.2,1715.83,9522085.54
1594080000.0,2020-07-07,ETHMXN,5383.29,5470,5300.1,5433.69,995.99,5372370.07
1593993600.0,2020-07-06,ETHMXN,5114.03,5398.1,5071.47,5383.29,1282.05,6800461.1
1593907200.0,2020-07-05,ETHMXN,5134.86,5154.79,5014.95,5114.03,221.44,1124292.21
1593820800.0,2020-07-04,ETHMXN,5053,5166.45,5042,5134.86,538.85,2736610.61
1593734400.0,2020-07-03,ETHMXN,5100.09,5148.51,5031.1,5053,593.86,3023312.86
1593648000.0,2020-07-02,ETHMXN,5254.99,5271.24,5024.75,5100.09,1175.89,6022398.18
1593561600.0,2020-07-01,ETHMXN,5198.35,5310,5155.01,5254.99,681.05,3562865.95
1593475200.0,2020-06-30,ETHMXN,5245.86,5270.73,5158.01,5198.35,541.28,2819303.68
1593388800.0,2020-06-29,ETHMXN,5194.75,5301.71,5108.59,5245.86,1128.74,5869379.22
1593302400.0,2020-06-28,ETHMXN,5127.46,5250,5050.22,5194.75,595.74,3059599.11
1593216000.0,2020-06-27,ETHMXN,5323.49,5324.7,5000.15,5127.46,1147.98,5901868.98
1593129600.0,2020-06-26,ETHMXN,5278.65,5339.34,5190,5323.49,848.0,4464149.85
1593043200.0,2020-06-25,ETHMXN,5340,5395,5201.32,5278.65,1317.37,6974963.83
1592956800.0,2020-06-24,ETHMXN,5452.63,5563.09,5257.51,5340,1521.67,8197557.47
1592870400.0,2020-06-23,ETHMXN,5454.06,5489.8,5375.69,5452.63,973.63,5303952.16
1592784000.0,2020-06-22,ETHMXN,5150.37,5536.06,5150.37,5454.06,2232.42,12015198.22
1592697600.0,2020-06-21,ETHMXN,5171.87,5229.88,5150,5150.37,484.39,2515317.89
1592611200.0,2020-06-20,ETHMXN,5170.74,5220,5110.98,5171.87,285.84,1476583.63
1592524800.0,2020-06-19,ETHMXN,5232.38,5252.19,5140.55,5170.74,738.86,3829679.54
1592438400.0,2020-06-18,ETHMXN,5216.97,5272.63,5171.25,5232.38,509.67,2664790.34
1592352000.0,2020-06-17,ETHMXN,5239.91,5259.89,5092,5216.97,641.81,3329171.67
1592265600.0,2020-06-16,ETHMXN,5123.25,5261.17,5055,5239.91,753.54,3896150.48
1592179200.0,2020-06-15,ETHMXN,5212.8,5223.99,4950,5123.25,1568.24,8005554.86
1592092800.0,2020-06-14,ETHMXN,5289.62,5310,5155,5212.8,618.15,3222940.76
1592006400.0,2020-06-13,ETHMXN,5270.6,5306.61,5217.02,5289.62,422.07,2221374.1
1591920000.0,2020-06-12,ETHMXN,5282.38,5359.4,5209.04,5270.6,653.5,3460483.16
1591833600.0,2020-06-11,ETHMXN,5414.61,5494.99,5090,5282.38,2288.15,12139922.1
1591747200.0,2020-06-10,ETHMXN,5343.71,5440,5274.85,5414.61,1258.86,6738224.52
1591660800.0,2020-06-09,ETHMXN,5298.11,5358.99,5131.03,5343.71,998.11,5280217.24
1591574400.0,2020-06-08,ETHMXN,5264.38,5320,5200.47,5298.11,665.5,3496160.24
1591488000.0,2020-06-07,ETHMXN,5230.31,5274.86,5074.11,5264.38,669.57,3460757.01
1591401600.0,2020-06-06,ETHMXN,5187.12,5271,5140,5230.31,545.56,2834704.13
1591315200.0,2020-06-05,ETHMXN,5323.26,5374.41,5150.07,5187.12,1277.6,6699936.41
1591228800.0,2020-06-04,ETHMXN,5314.98,5379.5,5174.53,5323.26,1352.3,7185010.85
1591142400.0,2020-06-03,ETHMXN,5180.94,5314.99,5054.43,5314.98,1049.96,5477515.75
1591056000.0,2020-06-02,ETHMXN,5469.34,5520,4880,5180.94,2820.49,14750178.77
1590969600.0,2020-06-01,ETHMXN,5130.95,5525,5114.64,5469.34,4099.12,21897820.97
1590883200.0,2020-05-31,ETHMXN,5373.31,5443.77,5107.51,5130.95,1451.71,7610191.83
1590796800.0,2020-05-30,ETHMXN,4881.65,5480.73,4844.83,5373.31,4060.91,21229059.32
1590710400.0,2020-05-29,ETHMXN,4883.13,4994.99,4824.53,4881.65,1461.17,7148897.77
1590624000.0,2020-05-28,ETHMXN,4650.48,4900,4570,4883.13,1666.55,7897931.37
1590537600.0,2020-05-27,ETHMXN,4458.01,4656.67,4456.55,4650.48,943.48,4329027.55
1590451200.0,2020-05-26,ETHMXN,4613.52,4621.99,4400,4458.01,1164.04,5208375.54
1590364800.0,2020-05-25,ETHMXN,4537.4,4650.18,4501,4613.52,1104.18,5073528.89
1590278400.0,2020-05-24,ETHMXN,4723.98,4794,4537.4,4537.4,696.01,3249362.47
1590192000.0,2020-05-23,ETHMXN,4705.06,4800.55,4387.25,4723.98,1899.06,8883773.54
1590105600.0,2020-05-22,ETHMXN,4546.71,4773.29,4500,4705.06,1065.26,4976013.28
1590019200.0,2020-05-21,ETHMXN,4883.14,4922.96,4392.85,4546.71,3160.16,14493819.31
1589932800.0,2020-05-20,ETHMXN,5071.8,5083.22,4781.05,4883.14,1655.43,8121945.19
1589846400.0,2020-05-19,ETHMXN,5105.54,5108.98,4960.01,5071.8,1028.51,5157984.17
1589760000.0,2020-05-18,ETHMXN,4947.24,5150,4930.01,5105.54,2033.58,10296381.52
1589673600.0,2020-05-17,ETHMXN,4814.44,5040,4800,4947.24,917.18,4530818.52
1589587200.0,2020-05-16,ETHMXN,4669.59,4858.38,4621.95,4814.44,865.87,4149483.45
1589500800.0,2020-05-15,ETHMXN,4855.44,4864.79,4595,4669.59,1352.54,6421022.83
1589414400.0,2020-05-14,ETHMXN,4841.79,4979.99,4756.39,4855.44,2054.04,9934353.14
1589328000.0,2020-05-13,ETHMXN,4637.99,4868.88,4585,4841.79,1226.38,5834704.32
1589241600.0,2020-05-12,ETHMXN,4463.01,4669.98,4450.01,4637.99,1109.81,5096529.54
1589155200.0,2020-05-11,ETHMXN,4427.65,4624.12,4242.61,4463.01,2880.13,12755303.86
1589068800.0,2020-05-10,ETHMXN,4962.38,4975,4127.89,4427.65,4999.49,22445867.56
1588982400.0,2020-05-09,ETHMXN,5005,5090.61,4950.02,4962.38,843.4,4233812.57
1588896000.0,2020-05-08,ETHMXN,5093.52,5154,4950.01,5005,1840.8,9333126.81
1588809600.0,2020-05-07,ETHMXN,4869.99,5154.03,4835.02,5093.52,2862.97,14400117.1
1588723200.0,2020-05-06,ETHMXN,4915.93,5081.34,4860,4869.99,2848.91,14295290.29
1588636800.0,2020-05-05,ETHMXN,4993.44,5100,4830,4915.93,952.16,4701004.57
1588550400.0,2020-05-04,ETHMXN,5211.07,5237.59,4823.5,4993.44,3018.44,15011755.88
1588464000.0,2020-05-03,ETHMXN,5239.53,5347.99,5051,5211.07,1804.09,9412543.21
1588377600.0,2020-05-02,ETHMXN,5216.11,5259.91,5170.3,5239.53,1594.06,8320081.1
1588291200.0,2020-05-01,ETHMXN,4984.25,5284.99,4984.25,5216.11,1730.51,8982936.31
1588204800.0,2020-04-30,ETHMXN,5124.99,5400.99,4788.6,4984.25,4408.1,22397899.7
1588118400.0,2020-04-29,ETHMXN,4790.95,5229.99,4770.13,5124.99,3728.13,18813384.5
1588032000.0,2020-04-28,ETHMXN,4856.31,4856.31,4730.78,4790.95,1115.3,5340095.39
1587945600.0,2020-04-27,ETHMXN,4930,4975.46,4740,4856.31,2325.69,11244376.53
1587859200.0,2020-04-26,ETHMXN,4842.6,4950,4800,4930,1423.39,6936462.87
1587772800.0,2020-04-25,ETHMXN,4694.9,4937.36,4643.27,4842.6,1639.88,7906504.44
1587686400.0,2020-04-24,ETHMXN,4590,4746,4584.97,4694.9,2102.42,9847814.35
1587600000.0,2020-04-23,ETHMXN,4465.07,4726.08,4338.15,4590,3299.52,15224782.32
1587513600.0,2020-04-22,ETHMXN,4191.03,4500,4131.26,4465.07,1611.14,7070633.07
1587427200.0,2020-04-21,ETHMXN,4112.41,4226.02,4060,4191.03,1384.29,5749624.78
1587340800.0,2020-04-20,ETHMXN,4337.05,4450.01,4000.01,4112.41,2318.84,9817452.53
1587254400.0,2020-04-19,ETHMXN,4400.37,4439.99,4182.23,4337.05,1866.84,8047104.16
1587168000.0,2020-04-18,ETHMXN,4079.95,4474.97,4021.06,4400.37,1902.56,8156920.31
1587081600.0,2020-04-17,ETHMXN,4065.04,4119.91,3951.84,4079.95,1307.46,5296066.77
1586995200.0,2020-04-16,ETHMXN,3719.52,4130,3590,4065.04,3149.27,12524807.33
1586908800.0,2020-04-15,ETHMXN,3717.06,3789.18,3650,3719.52,740.2,2771483.95
1586822400.0,2020-04-14,ETHMXN,3700,3806.75,3675.01,3717.06,1447.62,5398407.33
1586736000.0,2020-04-13,ETHMXN,3731,3779.64,3519.45,3700,2245.23,8156306.92
1586649600.0,2020-04-12,ETHMXN,3716.08,3886.91,3640.23,3731,920.91,3497046.72
1586563200.0,2020-04-11,ETHMXN,3665.12,3787.12,3600.41,3716.08,769.96,2844296.31
1586476800.0,2020-04-10,ETHMXN,4037.08,4049.18,3590,3665.12,2751.22,10330854.98
1586390400.0,2020-04-09,ETHMXN,4158.81,4164.5,3973.06,4037.08,1829.01,7377762.91
1586304000.0,2020-04-08,ETHMXN,3997.42,4250,3979.52,4158.81,1845.12,7651145.33
1586217600.0,2020-04-07,ETHMXN,4190,4335.21,3947.37,3997.42,3695.91,15267780.45
1586131200.0,2020-04-06,ETHMXN,3596.02,4190,3591.63,4190,4526.56,17779601.88
1586044800.0,2020-04-05,ETHMXN,3610,3637,3531.74,3596.02,669.46,2405333.56
1585958400.0,2020-04-04,ETHMXN,3536.89,3637.49,3423.48,3610,1747.65,6190716.97
1585872000.0,2020-04-03,ETHMXN,3424.24,3600,3403.29,3536.89,2496.13,8743937.75
1585785600.0,2020-04-02,ETHMXN,3292.74,3591,3270,3424.24,2974.25,10190878.03
1585699200.0,2020-04-01,ETHMXN,3165.58,3304.49,3106.3,3292.74,1854.26,5976433.98
1585612800.0,2020-03-31,ETHMXN,3147.28,3212.02,3100,3165.58,2919.5,9147770.2
1585526400.0,2020-03-30,ETHMXN,2943.89,3249.99,2940.58,3147.28,1105.76,3475714.44
1585440000.0,2020-03-29,ETHMXN,3114.98,3114.98,2921.31,2943.89,597.66,1790828.53
1585353600.0,2020-03-28,ETHMXN,3100.99,3149.96,2921.37,3114.98,1437.17,4372812.52
1585267200.0,2020-03-27,ETHMXN,3235.86,3292.49,3100,3100.99,995.94,3180567.32
1585180800.0,2020-03-26,ETHMXN,3265,3334.78,3087,3235.86,1330.4,4237957.67
1585094400.0,2020-03-25,ETHMXN,3433.11,3520.11,3201.51,3265,1088.21,3636447.69
1585008000.0,2020-03-24,ETHMXN,3460,3549,3331.08,3433.11,2606.01,8955019.01
1584921600.0,2020-03-23,ETHMXN,3027.45,3463.75,2980,3460,1927.2,6261300.57
1584835200.0,2020-03-22,ETHMXN,3271.9,3335.67,3000,3027.45,1422.36,4448373.08
1584748800.0,2020-03-21,ETHMXN,3240.78,3349.49,3085.04,3271.9,1179.9,3787122.45
1584662400.0,2020-03-20,ETHMXN,3296,3638.4,2814.99,3240.78,4542.56,14735478.47
1584576000.0,2020-03-19,ETHMXN,2803.83,3458.05,2801.88,3296,4291.87,13674350.34
1584489600.0,2020-03-18,ETHMXN,2686.09,2814.19,2620.53,2803.83,2854.28,7764808.47
1584403200.0,2020-03-17,ETHMXN,2531.58,2767.37,2500.01,2686.09,2014.82,5386858.06
1584316800.0,2020-03-16,ETHMXN,2701,2740.18,2323,2531.58,2909.72,7464549.4
1584230400.0,2020-03-15,ETHMXN,2846.61,2887.98,2668.01,2701,1394.98,3819117.96
1584144000.0,2020-03-14,ETHMXN,2957.01,3089.98,2735.01,2846.61,2472.56,7135422.05
1584057600.0,2020-03-13,ETHMXN,2450,3490,2050,2957.01,5429.31,15067741.48
1583971200.0,2020-03-12,ETHMXN,4174.99,4174.99,2450,2450,4953.02,15331145.8
1583884800.0,2020-03-11,ETHMXN,4209.14,4283.77,3850.03,4174.99,713.31,2908350.02
1583798400.0,2020-03-10,ETHMXN,4244.99,4300,4078.2,4209.14,897.64,3785425.47
1583712000.0,2020-03-09,ETHMXN,4225.74,4499.96,3962.02,4244.99,1943.19,8190813.45
1583625600.0,2020-03-08,ETHMXN,4787.06,4787.06,4100,4225.74,1244.99,5447144.69
1583539200.0,2020-03-07,ETHMXN,4920,5000,4669.04,4787.06,729.09,3531092.88
1583452800.0,2020-03-06,ETHMXN,4559.85,4920,4451,4920,2133.79,9790839.69
1583366400.0,2020-03-05,ETHMXN,4345.47,4644.31,4345.47,4559.85,782.97,3539548.89
1583280000.0,2020-03-04,ETHMXN,4357.43,4439.99,4284.01,4345.47,478.04,2084835.12
1583193600.0,2020-03-03,ETHMXN,4531.17,4537.41,4250.14,4357.43,428.79,1883168.22
1583107200.0,2020-03-02,ETHMXN,4356.94,4599,4245.02,4531.17,922.75,4161790.53
1583020800.0,2020-03-01,ETHMXN,4280.01,4479.89,4150,4356.94,416.9,1769411.31
1582934400.0,2020-02-29,ETHMXN,4467.2,4549.99,4280,4280.01,251.96,1117104.17
1582848000.0,2020-02-28,ETHMXN,4429.93,4566.55,4200,4467.2,981.19,4348418.62
1582761600.0,2020-02-27,ETHMXN,4366.35,4659.43,4060,4429.93,1297.93,5719107.09
1582675200.0,2020-02-26,ETHMXN,4736.83,4799.72,4148.93,4366.35,3064.71,13344496.8
1582588800.0,2020-02-25,ETHMXN,5040,5070.96,4680.49,4736.83,1184.04,5731471.63
1582502400.0,2020-02-24,ETHMXN,5150,5200,4900,5040,742.86,3762684.36
1582416000.0,2020-02-23,ETHMXN,4919.71,5172.26,4910.72,5150,666.17,3388147.28
1582329600.0,2020-02-22,ETHMXN,5039.27,5049.99,4810.31,4919.71,486.69,2388619.89
1582243200.0,2020-02-21,ETHMXN,4872.31,5100,4801.63,5039.27,1099.14,5502593.69
1582156800.0,2020-02-20,ETHMXN,4800,4949.98,4650,4872.31,1126.77,5440748.78
1582070400.0,2020-02-19,ETHMXN,5235.38,5269.75,4678,4800,1589.23,8057075.68
